time,rssi_rec,rssi_send,rssi_eve_rec,rssi_eve_send
134917126,-26,-19,-26,-51
134937216,-28,-19,-27,-51
134957153,-28,-19,-27,-51
134977147,-26,-19,-28,-51
134999234,-27,-19,-27,-50
135017134,-28,-18,-27,-51
135039776,-28,-19,-27,-51
135057239,-26,-18,-25,-51
135077146,-26,-18,-27,-50
135097151,-26,-19,-28,-51
135117201,-26,-19,-27,-51
135138763,-26,-19,-26,-50
135157153,-29,-18,-27,-51
135177204,-27,-19,-26,-51
135197155,-28,-19,-27,-51
135217621,-26,-19,-26,-51
135237186,-26,-19,-27,-50
135258423,-28,-20,-25,-51
135279323,-26,-19,-27,-51
135297167,-28,-19,-29,-51
135317144,-28,-18,-26,-50
135337153,-28,-18,-26,-50
135357136,-27,-20,-28,-51
135382377,-28,-19,-28,-50
135397214,-29,-19,-29,-51
135422417,-26,-19,-25,-51
135437146,-26,-19,-29,-51
135457144,-29,-17,-28,-51
135477162,-28,-18,-27,-51
135497176,-28,-19,-25,-51
135517163,-26,-19,-29,-51
135537792,-29,-18,-25,-51
135560709,-28,-19,-27,-51
135577159,-26,-19,-26,-51
135599257,-26,-18,-26,-51
135617465,-27,-19,-26,-50
135637270,-27,-19,-26,-51
135657311,-28,-19,-28,-51
135677148,-27,-19,-27,-51
135697178,-27,-20,-25,-50
135717164,-28,-19,-28,-51
135737178,-28,-19,-27,-50
135757139,-26,-19,-27,-51
135777152,-26,-19,-26,-51
135798290,-28,-19,-29,-51
135818440,-27,-19,-28,-51
135837161,-27,-19,-28,-51
135859073,-27,-19,-29,-51
135877378,-27,-19,-27,-51
135897185,-27,-19,-26,-51
135917165,-29,-19,-27,-51
135937176,-28,-19,-28,-51
135957639,-26,-19,-27,-50
135977168,-26,-19,-27,-50
135997569,-26,-19,-28,-51
136017186,-27,-19,-27,-50
136037262,-29,-19,-27,-51
136057179,-26,-19,-26,-51
136077166,-26,-19,-25,-50
136098649,-26,-18,-27,-51
136117361,-26,-20,-29,-51
136141308,-28,-19,-25,-51
136158638,-29,-19,-28,-52
136177167,-28,-19,-26,-51
136197145,-28,-18,-25,-51
136217233,-26,-19,-28,-51
136241624,-28,-19,-26,-51
136257182,-26,-20,-25,-51
136277146,-27,-18,-27,-51
136297178,-29,-20,-27,-51
136317145,-27,-19,-26,-51
136337167,-28,-20,-27,-51
136358048,-27,-20,-26,-51
136377214,-27,-20,-28,-51
136397298,-29,-19,-28,-52
136417224,-27,-19,-28,-53
136437148,-26,-20,-28,-53
136458081,-27,-17,-27,-54
136477253,-29,-19,-28,-53
136497166,-28,-18,-27,-54
136517178,-29,-20,-28,-54
136537169,-28,-19,-27,-53
136557155,-28,-18,-27,-53
136577162,-28,-20,-30,-54
136597158,-27,-19,-28,-54
136617281,-27,-19,-26,-53
136637653,-29,-20,-27,-54
136657232,-28,-19,-25,-54
136679590,-29,-19,-27,-54
136697177,-28,-19,-27,-53
136717213,-27,-18,-27,-54
136739677,-27,-19,-26,-54
136757162,-29,-20,-27,-53
136777301,-29,-19,-29,-54
136798215,-29,-19,-27,-54
136817163,-29,-19,-28,-54
136838009,-28,-20,-26,-54
136857171,-28,-20,-28,-53
136877173,-27,-20,-28,-53
136897204,-28,-20,-25,-54
136917731,-28,-20,-26,-53
136937186,-28,-20,-28,-54
136958469,-28,-20,-27,-54
136977181,-28,-18,-27,-53
136997161,-28,-18,-27,-53
137017249,-28,-19,-26,-52
137037161,-26,-19,-29,-52
137060828,-27,-18,-26,-51
137077211,-27,-18,-29,-49
137097186,-26,-18,-25,-48
137117160,-28,-17,-26,-47
137137171,-28,-18,-29,-46
137157215,-26,-19,-25,-45
137177182,-27,-18,-27,-43
137197157,-27,-18,-25,-42
137217172,-26,-18,-27,-41
137237577,-27,-17,-27,-43
137257187,-25,-17,-29,-46
137280296,-27,-18,-25,-53
137302288,-26,-19,-25,-44
137317651,-28,-19,-27,-42
137337201,-26,-18,-29,-41
137357163,-25,-18,-28,-42
137377157,-25,-17,-26,-41
137397214,-25,-13,-28,-45
137420483,-25,-18,-28,-48
137437213,-29,-23,-28,-43
137457206,-33,-24,-26,-40
137477177,-27,-20,-28,-43
137497265,-26,-17,-27,-43
137517201,-25,-17,-28,-44
137537165,-25,-17,-27,-43
137559257,-27,-18,-27,-40
137577183,-27,-17,-28,-40
137599819,-27,-19,-27,-36
137617188,-28,-19,-29,-38
137637174,-28,-20,-29,-34
137657436,-28,-20,-24,-36
137677268,-27,-19,-28,-35
137697243,-26,-19,-25,-35
137717162,-27,-20,-25,-33
137737656,-26,-19,-28,-35
137757193,-29,-19,-28,-34
137777715,-29,-19,-28,-36
137797162,-27,-20,-27,-36
137817166,-28,-19,-28,-35
137839304,-27,-20,-28,-35
137857198,-27,-19,-27,-34
137877179,-29,-19,-26,-35
137897221,-28,-19,-27,-35
137917168,-27,-19,-26,-36
137937239,-27,-18,-26,-36
137957189,-30,-19,-28,-35
137977180,-28,-20,-28,-35
137997194,-29,-21,-27,-35
138017367,-28,-18,-28,-36
138039813,-29,-20,-28,-35
138057181,-29,-20,-28,-36
138077167,-28,-20,-27,-35
138097391,-27,-20,-28,-36
138117182,-29,-20,-27,-36
138137194,-27,-19,-28,-35
138157986,-27,-19,-28,-37
138177204,-26,-18,-29,-35
138197217,-27,-18,-29,-38
138217192,-25,-18,-26,-38
138238610,-26,-19,-28,-39
138257201,-27,-19,-30,-40
138277869,-30,-19,-31,-40
138297188,-28,-20,-28,-39
138319003,-30,-21,-31,-39
138337205,-30,-21,-29,-39
138359717,-30,-21,-27,-40
138378633,-30,-22,-26,-39
138398880,-30,-20,-27,-41
138419202,-32,-23,-28,-43
138437222,-32,-23,-27,-46
138457180,-31,-22,-28,-45
138477201,-29,-21,-28,-46
138497192,-29,-20,-27,-47
138517930,-28,-19,-26,-48
138537183,-26,-18,-28,-51
138557383,-27,-18,-28,-48
138577201,-26,-17,-26,-48
138597291,-26,-17,-27,-45
138623668,-26,-16,-27,-45
138637205,-27,-16,-27,-44
138660156,-23,-14,-27,-44
138677198,-26,-16,-27,-43
138697235,-24,-13,-27,-42
138717203,-24,-16,-27,-39
138743125,-26,-15,-28,-38
138757200,-24,-14,-27,-39
138777209,-25,-15,-28,-38
138797760,-23,-15,-26,-39
138818276,-23,-14,-27,-37
138837201,-25,-15,-29,-38
138857216,-24,-14,-25,-35
138877183,-23,-12,-27,-35
138897234,-24,-14,-27,-36
138918743,-22,-13,-27,-36
138938582,-25,-12,-27,-35
138957227,-22,-14,-27,-36
138978761,-23,-14,-26,-34
138997191,-23,-13,-27,-35
139017209,-23,-13,-28,-34
139038382,-24,-13,-26,-34
139057217,-23,-12,-27,-33
139077201,-24,-12,-26,-32
139098971,-23,-13,-27,-32
139118633,-24,-13,-28,-32
139143389,-22,-14,-27,-33
139157203,-22,-13,-28,-32
139177205,-23,-14,-27,-32
139197748,-22,-14,-26,-33
139217247,-21,-13,-27,-32
139238079,-22,-13,-27,-33
139257205,-24,-13,-27,-34
139279796,-24,-14,-27,-32
139300238,-23,-12,-25,-32
139317179,-22,-13,-26,-33
139337350,-23,-14,-26,-30
139357290,-23,-14,-29,-33
139377354,-22,-14,-26,-33
139397997,-25,-13,-28,-32
139417210,-22,-13,-27,-32
139437185,-22,-12,-27,-32
139457191,-22,-14,-25,-33
139479254,-22,-12,-26,-34
139497206,-24,-13,-26,-35
139518962,-25,-14,-27,-35
139537255,-23,-13,-26,-37
139557197,-25,-16,-27,-37
139581646,-24,-15,-25,-41
139599196,-25,-16,-28,-43
139620904,-26,-18,-27,-44
139637768,-25,-18,-29,-42
139657218,-26,-16,-27,-40
139677209,-27,-17,-25,-40
139697186,-26,-18,-28,-39
139717238,-27,-20,-27,-39
139737197,-29,-20,-26,-38
139757745,-29,-21,-27,-39
139777194,-28,-21,-28,-38
139797187,-30,-21,-28,-41
139817220,-29,-21,-28,-39
139837565,-30,-21,-29,-39
139860242,-29,-21,-28,-39
139877196,-29,-21,-28,-41
139897488,-29,-21,-27,-42
139917213,-29,-21,-29,-43
139937204,-29,-21,-27,-44
139957186,-30,-21,-28,-44
139977249,-28,-20,-29,-46
139997194,-30,-21,-29,-45
140018104,-30,-21,-29,-46
140037195,-28,-20,-28,-46
140057330,-27,-20,-28,-46
140077194,-27,-19,-30,-46
140097221,-29,-20,-29,-47
140119269,-29,-20,-29,-46
140139163,-28,-20,-30,-45
140159688,-27,-19,-29,-44
140177212,-28,-19,-28,-43
140197211,-27,-19,-29,-43
140217199,-28,-20,-29,-43
140237737,-29,-18,-28,-44
140257222,-28,-18,-25,-43
140278591,-26,-18,-24,-43
140297256,-25,-17,-25,-45
140319895,-25,-17,-26,-46
140341248,-26,-18,-27,-45
140357200,-27,-19,-27,-44
140377204,-27,-20,-29,-45
140399343,-29,-20,-28,-44
140419979,-30,-23,-28,-44
140437218,-35,-26,-31,-44
140457203,-37,-29,-31,-43
140477208,-37,-32,-29,-42
140498194,-40,-34,-30,-41
140520534,-40,-32,-28,-42
140538400,-37,-28,-29,-40
140557216,-38,-29,-30,-40
140577210,-36,-26,-28,-39
140597225,-37,-28,-29,-41
140617224,-33,-27,-28,-39
140637214,-36,-26,-30,-38
140659200,-36,-26,-29,-39
140677205,-35,-25,-28,-41
140698162,-31,-24,-28,-39
140717200,-31,-23,-29,-41
140739850,-30,-22,-25,-40
140757809,-28,-21,-27,-40
140777220,-29,-20,-26,-40
140798441,-28,-20,-29,-40
140817199,-28,-18,-27,-41
140837206,-29,-20,-26,-41
140857231,-28,-19,-26,-39
140877191,-27,-20,-27,-40
140897258,-28,-20,-28,-41
140928721,-27,-20,-25,-40
140938467,-27,-20,-27,-40
140957463,-28,-20,-27,-40
140978257,-27,-21,-27,-41
140997272,-28,-20,-27,-41
141019044,-29,-20,-27,-40
141037216,-27,-20,-28,-40
141057225,-27,-19,-26,-41
141077627,-27,-20,-27,-41
141097216,-27,-19,-25,-40
141117206,-29,-20,-26,-41
141137251,-28,-20,-28,-41
141157320,-30,-21,-27,-41
141177490,-28,-20,-27,-41
141203279,-28,-21,-26,-41
141218587,-28,-20,-25,-40
141237468,-30,-21,-27,-41
141259370,-29,-22,-26,-39
141277200,-29,-22,-27,-41
141297228,-29,-22,-27,-40
141317203,-30,-22,-29,-41
141337210,-32,-23,-30,-41
141357192,-31,-23,-26,-40
141377223,-30,-22,-28,-41
141397260,-30,-22,-28,-40
141417227,-32,-23,-31,-40
141437335,-32,-23,-28,-40
141457215,-34,-23,-27,-40
141477206,-33,-23,-28,-41
141497240,-33,-24,-27,-41
141518802,-32,-27,-27,-41
141537231,-33,-25,-27,-40
141559832,-33,-26,-27,-40
141577240,-33,-27,-26,-40
141597203,-34,-27,-28,-40
141617207,-37,-27,-29,-41
141637231,-37,-29,-28,-41
141657250,-35,-29,-28,-42
141677215,-39,-33,-27,-41
141697202,-41,-36,-28,-41
141717224,-43,-37,-27,-42
141737244,-42,-37,-25,-40
141757693,-41,-36,-29,-41
141778255,-39,-35,-27,-41
141798213,-39,-33,-27,-42
141817235,-37,-30,-27,-41
141837234,-36,-26,-26,-42
141857224,-33,-25,-30,-42
141877220,-32,-23,-27,-41
141902542,-28,-18,-28,-42
141917236,-26,-20,-29,-42
141937246,-26,-19,-28,-40
141957231,-26,-19,-30,-40
141977218,-26,-18,-28,-42
141997211,-24,-15,-29,-41
142017231,-24,-17,-28,-42
142037791,-24,-17,-29,-39
142057240,-26,-16,-28,-42
142078676,-25,-16,-29,-42
142097233,-23,-15,-31,-41
142117208,-23,-15,-32,-42
142140201,-25,-15,-32,-42
142157228,-23,-15,-32,-43
142177238,-24,-14,-32,-42
142197221,-25,-13,-33,-42
142217242,-24,-12,-32,-42
142237220,-24,-14,-32,-42
142257219,-22,-14,-32,-42
142277231,-23,-15,-33,-43
142297281,-23,-13,-34,-43
142317249,-24,-14,-33,-42
142337223,-22,-12,-36,-43
142357231,-24,-14,-36,-42
142377214,-25,-14,-36,-42
142397280,-22,-14,-37,-43
142417251,-22,-14,-35,-43
142437243,-23,-14,-38,-42
142457236,-21,-12,-35,-41
142477218,-19,-12,-32,-42
142497234,-21,-11,-33,-41
142518147,-21,-11,-34,-41
142537301,-22,-10,-35,-43
142557233,-22,-11,-37,-43
142577330,-23,-12,-38,-43
142597228,-23,-12,-37,-41
142617238,-21,-11,-38,-42
142637218,-22,-11,-36,-42
142657245,-22,-13,-36,-43
142679283,-22,-14,-39,-43
142697251,-23,-13,-39,-42
142717212,-21,-14,-39,-43
142737248,-23,-11,-37,-42
142757244,-24,-13,-38,-43
142777246,-22,-11,-40,-43
142797271,-21,-13,-37,-42
142817260,-21,-12,-35,-42
142837231,-21,-11,-33,-43
142857252,-22,-11,-36,-43
142877235,-22,-11,-34,-43
142897746,-22,-12,-33,-42
142917239,-22,-12,-34,-42
142937228,-21,-12,-33,-41
142959449,-23,-10,-34,-43
142977235,-20,-10,-32,-43
142997257,-21,-12,-33,-43
143017544,-20,-11,-32,-43
143037246,-20,-12,-33,-43
143057308,-20,-10,-31,-43
143077258,-21,-12,-34,-43
143097240,-22,-11,-33,-43
143117227,-22,-10,-35,-44
143137243,-20,-12,-34,-43
143157231,-20,-10,-35,-43
143177239,-22,-11,-33,-44
143197224,-23,-12,-34,-44
143217255,-22,-12,-35,-45
143237232,-19,-12,-33,-45
143257243,-21,-10,-35,-45
143277251,-23,-12,-34,-45
143297250,-22,-10,-34,-44
143317294,-21,-11,-34,-44
143337250,-21,-11,-34,-45
143357232,-21,-12,-35,-44
143377251,-21,-12,-33,-45
143397268,-21,-10,-33,-45
143417273,-21,-10,-31,-44
143437236,-22,-12,-31,-44
143457254,-23,-12,-30,-45
143477240,-22,-13,-32,-44
143498507,-23,-11,-31,-43
143517243,-24,-13,-30,-43
143539213,-23,-12,-32,-45
143557256,-24,-14,-31,-44
143577317,-24,-14,-31,-43
143597252,-25,-14,-32,-44
143617233,-24,-13,-32,-44
143637655,-24,-14,-32,-44
143657259,-24,-14,-33,-44
143677241,-23,-15,-32,-44
143697262,-23,-12,-31,-43
143717238,-23,-13,-29,-44
143737234,-24,-14,-32,-43
143757251,-24,-14,-32,-43
143778620,-24,-13,-31,-43
143797223,-25,-16,-30,-43
143819372,-25,-15,-32,-44
143837264,-27,-13,-32,-45
143857264,-24,-16,-34,-44
143877229,-24,-16,-33,-44
143897274,-26,-13,-33,-44
143917243,-27,-16,-34,-44
143937243,-27,-16,-32,-43
143957235,-27,-16,-35,-44
143977294,-27,-17,-33,-44
143997260,-26,-17,-35,-43
144017242,-25,-16,-34,-44
144037237,-26,-16,-34,-44
144057252,-25,-16,-35,-44
144077313,-27,-14,-35,-45
144098602,-23,-14,-35,-44
144117242,-24,-15,-33,-44
144137243,-23,-13,-33,-43
144157238,-23,-14,-36,-43
144177243,-25,-14,-35,-43
144197245,-23,-12,-34,-44
144217251,-23,-12,-34,-44
144237237,-25,-12,-35,-44
144257243,-24,-14,-35,-43
144277256,-23,-12,-36,-44
144297273,-24,-14,-34,-43
144317717,-24,-15,-35,-45
144337316,-24,-12,-35,-44
144358221,-22,-13,-35,-44
144380191,-25,-15,-36,-43
144397300,-26,-15,-35,-44
144417272,-25,-13,-35,-43
144437264,-23,-15,-36,-44
144457390,-24,-14,-34,-43
144477239,-26,-15,-34,-43
144497255,-24,-14,-36,-43
144517260,-26,-14,-37,-45
144537238,-26,-14,-37,-44
144557263,-24,-15,-33,-44
144577273,-25,-14,-36,-44
144597837,-23,-12,-37,-44
144617284,-26,-14,-34,-44
144638574,-25,-16,-35,-43
144657253,-26,-15,-35,-44
144677267,-24,-15,-36,-44
144700184,-25,-14,-34,-43
144717239,-25,-15,-34,-44
144737258,-25,-14,-36,-44
144757239,-25,-14,-36,-44
144777260,-24,-14,-35,-44
144797268,-25,-15,-36,-44
144817616,-25,-15,-35,-43
144837251,-26,-15,-35,-44
144857346,-24,-14,-35,-44
144877266,-27,-16,-34,-44
144897473,-25,-16,-34,-44
144919668,-25,-17,-35,-43
144937268,-26,-18,-37,-43
144957268,-28,-19,-37,-39
144977252,-28,-20,-39,-38
144997239,-32,-22,-48,-38
145017269,-39,-31,-44,-38
145037262,-33,-24,-41,-41
145057249,-31,-20,-43,-43
145077329,-28,-19,-43,-41
145097298,-30,-22,-43,-41
145117260,-35,-25,-39,-38
145138667,-35,-25,-36,-38
145157265,-33,-25,-37,-38
145177430,-33,-23,-34,-40
145197458,-31,-23,-33,-41
145217272,-31,-20,-35,-41
145239323,-30,-21,-37,-46
145257268,-30,-21,-37,-49
145279840,-28,-19,-37,-48
145297276,-27,-18,-36,-45
145317281,-27,-15,-38,-44
145337738,-26,-16,-41,-42
145357307,-27,-17,-42,-40
145379943,-26,-17,-44,-39
