time,rssi_rec,rssi_send,rssi_eve_rec,rssi_eve_send
502478463,-50,-53,-59,-40
502498025,-48,-53,-58,-40
502518038,-48,-52,-57,-41
502540596,-46,-50,-58,-41
502563047,-46,-50,-57,-40
502581966,-45,-49,-57,-41
502598127,-44,-48,-56,-40
502618579,-44,-49,-55,-40
502638038,-43,-49,-55,-40
502658971,-43,-48,-56,-40
502678078,-43,-48,-56,-40
502698019,-44,-48,-56,-40
502718128,-42,-48,-56,-38
502740068,-43,-48,-55,-41
502758024,-44,-48,-54,-40
502778037,-43,-48,-55,-41
502798012,-43,-48,-55,-39
502818419,-43,-48,-55,-41
502839142,-43,-47,-54,-40
502859024,-42,-47,-54,-41
502878024,-43,-47,-55,-41
502898910,-43,-48,-54,-41
502918030,-43,-48,-55,-40
502938008,-43,-47,-55,-38
502959103,-43,-48,-55,-40
502978063,-43,-47,-55,-41
503000529,-42,-48,-56,-42
503018774,-43,-48,-56,-41
503039500,-44,-48,-58,-41
503058009,-43,-48,-59,-39
503079384,-43,-49,-60,-41
503098087,-44,-48,-59,-40
503118003,-44,-49,-60,-40
503138020,-43,-49,-60,-40
503157999,-44,-49,-59,-40
503178337,-43,-49,-60,-40
503199058,-45,-49,-60,-40
503218071,-43,-49,-60,-41
503238014,-42,-49,-59,-40
503258032,-42,-49,-59,-41
503278005,-44,-49,-61,-40
503298011,-43,-48,-61,-41
503318015,-43,-47,-62,-40
503338598,-43,-49,-63,-41
503359222,-43,-48,-63,-40
503378024,-44,-49,-64,-40
503397995,-42,-49,-67,-41
503418051,-43,-48,-69,-40
503438013,-41,-49,-71,-39
503458030,-43,-49,-73,-40
503478067,-43,-49,-72,-41
503498040,-40,-48,-69,-41
503518007,-43,-50,-66,-40
503538025,-44,-50,-65,-40
503557990,-46,-51,-63,-39
503581168,-45,-50,-61,-40
503598000,-47,-52,-60,-40
503619106,-47,-52,-60,-39
503638735,-47,-53,-59,-39
503658008,-49,-51,-58,-41
503678160,-47,-52,-59,-39
503698025,-47,-52,-60,-41
503718021,-46,-50,-59,-40
503738196,-46,-51,-58,-40
503759297,-46,-50,-54,-41
503780589,-46,-52,-52,-40
503798140,-47,-51,-50,-40
503818005,-48,-54,-50,-40
503838066,-50,-53,-48,-39
503858172,-50,-56,-49,-40
503878000,-49,-53,-50,-39
503898025,-48,-52,-50,-41
503918004,-46,-52,-50,-39
503938013,-46,-50,-53,-40
503958002,-45,-50,-54,-40
503978003,-44,-49,-54,-41
503998061,-43,-49,-55,-41
504018032,-44,-49,-54,-40
504038103,-45,-49,-53,-40
504057996,-45,-49,-54,-40
504078000,-45,-51,-55,-41
504098102,-48,-53,-54,-40
504118016,-49,-54,-55,-40
504139246,-48,-53,-55,-40
504158016,-47,-51,-53,-40
504178428,-45,-50,-53,-40
504198002,-43,-49,-55,-41
504218005,-42,-48,-56,-41
504237991,-44,-49,-58,-41
504258407,-46,-50,-58,-39
504277992,-47,-54,-56,-40
504298020,-49,-54,-55,-41
504318003,-48,-53,-53,-40
504339350,-47,-52,-53,-39
504358348,-46,-50,-53,-40
504378020,-44,-49,-52,-41
504397994,-43,-49,-54,-40
504417990,-43,-49,-52,-41
504438020,-45,-51,-53,-40
504458011,-44,-50,-54,-40
504478006,-44,-49,-55,-40
504497994,-42,-49,-55,-40
504517991,-42,-49,-54,-41
504538001,-42,-49,-55,-41
504558352,-44,-50,-53,-40
504578387,-45,-50,-52,-40
504600092,-46,-51,-52,-40
504617996,-46,-52,-51,-39
504638001,-46,-52,-52,-40
504658021,-47,-51,-51,-39
504677998,-47,-51,-52,-41
504698515,-47,-53,-52,-40
504717983,-48,-52,-56,-40
504739526,-47,-51,-56,-41
504758032,-46,-51,-57,-41
504779632,-45,-52,-57,-40
504797926,-44,-51,-55,-41
504817964,-44,-51,-55,-40
504837918,-45,-50,-53,-41
504858063,-45,-50,-52,-40
504879622,-45,-51,-51,-41
504897970,-45,-51,-51,-41
504919039,-47,-52,-50,-40
504938198,-48,-53,-50,-41
504959964,-47,-54,-50,-41
504977989,-47,-54,-50,-40
504997976,-46,-52,-50,-41
505018058,-47,-52,-50,-41
505038263,-46,-52,-50,-41
505058261,-45,-52,-51,-39
505078042,-46,-51,-51,-40
505097985,-47,-51,-53,-40
505118001,-46,-52,-52,-41
505138445,-46,-53,-55,-40
505157928,-47,-53,-55,-41
505177917,-48,-54,-54,-41
505197958,-48,-53,-55,-41
505218035,-47,-52,-55,-41
505238834,-47,-51,-55,-41
505258000,-44,-51,-53,-40
505278031,-42,-49,-52,-39
505298008,-42,-49,-51,-38
505319737,-40,-48,-51,-40
505337984,-40,-48,-50,-42
505358851,-38,-46,-51,-41
505378052,-40,-47,-50,-39
505397986,-42,-49,-50,-39
505418979,-41,-50,-48,-40
505439682,-43,-50,-49,-39
505457932,-45,-52,-49,-41
505477896,-48,-55,-50,-40
505499993,-54,-61,-52,-42
505517927,-62,-68,-51,-39
505542362,-53,-60,-52,-40
505560231,-49,-53,-52,-41
505577985,-46,-52,-51,-40
505597974,-45,-51,-50,-41
505619503,-43,-50,-51,-40
505639566,-43,-50,-49,-40
505658328,-44,-51,-48,-41
505678943,-44,-51,-49,-41
505698651,-46,-52,-49,-41
505721655,-47,-52,-49,-41
505738002,-46,-52,-49,-40
505759432,-45,-49,-50,-41
505780294,-41,-49,-50,-39
505798025,-39,-47,-50,-41
505818000,-39,-45,-51,-40
505838840,-39,-46,-49,-40
505858150,-39,-47,-48,-40
505877964,-39,-46,-47,-41
505897986,-39,-44,-45,-40
505919212,-38,-44,-45,-39
505937979,-38,-46,-44,-40
505958445,-39,-46,-45,-41
505978327,-40,-46,-47,-40
506000066,-38,-48,-47,-40
506017909,-39,-48,-50,-40
506038022,-43,-51,-46,-41
506057943,-45,-50,-48,-40
506077920,-48,-54,-49,-40
506097989,-53,-60,-50,-40
506117989,-59,-64,-51,-40
506137999,-58,-64,-52,-41
506158246,-57,-63,-52,-41
506180511,-57,-64,-55,-40
506197986,-57,-62,-60,-39
506218316,-54,-59,-60,-41
506238182,-51,-57,-58,-41
506257998,-50,-55,-54,-41
506278656,-48,-53,-52,-40
506299240,-48,-54,-51,-41
510580617,-59,-63,-57,-41
510594406,-56,-60,-56,-39
510614356,-53,-57,-58,-40
510634343,-51,-56,-60,-40
510654359,-50,-53,-61,-39
510674333,-50,-54,-60,-41
510694956,-49,-53,-60,-41
510714461,-49,-54,-58,-39
510734307,-49,-54,-56,-40
510754362,-49,-53,-55,-41
510774342,-50,-54,-54,-40
510795703,-50,-54,-54,-40
510814937,-49,-53,-54,-39
510834723,-49,-54,-54,-38
510855809,-49,-53,-53,-40
510874623,-49,-53,-54,-40
510894945,-49,-54,-54,-41
510914490,-49,-54,-53,-39
510935448,-50,-53,-54,-42
510954360,-49,-54,-55,-39
510975764,-50,-54,-53,-41
510994967,-50,-55,-54,-40
511014356,-51,-56,-54,-41
511034340,-51,-56,-54,-41
511055936,-52,-55,-55,-40
511074342,-51,-56,-55,-39
511094352,-52,-56,-54,-40
511114311,-52,-57,-55,-42
511134534,-52,-56,-53,-39
511154622,-51,-55,-55,-40
511174397,-51,-55,-54,-39
511194628,-50,-55,-53,-40
511216116,-49,-54,-53,-40
511234688,-49,-52,-53,-40
511256839,-48,-52,-51,-41
511274290,-47,-52,-52,-39
511294339,-47,-50,-51,-40
511314380,-46,-49,-51,-40
511334656,-46,-49,-51,-39
511355289,-44,-49,-50,-40
511374403,-44,-49,-49,-39
511394362,-44,-49,-50,-39
511414332,-43,-49,-49,-41
511434611,-43,-47,-48,-41
511454283,-43,-49,-50,-41
511475163,-44,-49,-50,-41
511494394,-44,-48,-50,-42
511514281,-43,-49,-49,-42
511534453,-44,-48,-50,-40
511555247,-43,-49,-50,-41
511574415,-43,-49,-50,-40
511594304,-44,-49,-50,-41
511614299,-45,-49,-51,-41
511636541,-44,-50,-50,-40
511654351,-46,-49,-50,-39
511674295,-45,-49,-51,-41
511694567,-45,-49,-50,-40
511714342,-45,-51,-49,-40
511734398,-46,-50,-50,-39
511754436,-45,-50,-50,-40
511774335,-46,-50,-50,-40
511794345,-46,-49,-50,-41
511814366,-46,-50,-50,-40
511834487,-47,-51,-50,-40
511855024,-45,-49,-49,-40
511875119,-45,-50,-50,-39
511894322,-45,-50,-49,-40
511914556,-45,-49,-49,-40
511934473,-45,-50,-49,-41
511954846,-46,-49,-49,-41
511975078,-44,-49,-50,-39
511994333,-44,-49,-49,-41
512014497,-44,-49,-48,-40
512035856,-44,-49,-49,-40
512054879,-45,-49,-49,-40
512074969,-44,-48,-49,-39
512094841,-43,-49,-48,-39
512114343,-43,-48,-50,-39
512135520,-44,-49,-48,-40
512154331,-44,-49,-49,-41
512174328,-43,-49,-49,-39
512194331,-44,-49,-50,-40
512214426,-44,-49,-49,-39
512234634,-44,-48,-49,-39
512254339,-44,-49,-48,-40
512274288,-44,-50,-48,-41
512294689,-43,-49,-48,-40
512314315,-44,-49,-48,-39
512334387,-44,-48,-47,-39
512354628,-44,-50,-48,-41
512374348,-43,-49,-49,-40
512394334,-44,-49,-48,-41
512414427,-44,-50,-47,-41
512434582,-43,-49,-48,-40
512460220,-43,-49,-47,-41
512474489,-43,-49,-48,-39
512496107,-43,-49,-48,-41
512514352,-42,-47,-48,-41
512534360,-44,-48,-48,-41
512554339,-42,-49,-46,-40
512575226,-43,-48,-47,-40
512594727,-42,-48,-47,-40
512620990,-44,-47,-48,-40
512634347,-42,-47,-48,-39
512655766,-42,-48,-48,-40
512681511,-42,-48,-48,-39
512694336,-42,-48,-47,-40
512718980,-42,-48,-47,-39
512734335,-42,-47,-46,-39
512754336,-42,-48,-47,-40
512774337,-42,-48,-48,-40
512797780,-42,-48,-46,-41
512816471,-43,-48,-47,-39
512834330,-43,-48,-47,-38
512854402,-43,-49,-47,-41
512874328,-43,-49,-48,-39
512894401,-43,-48,-47,-39
512914270,-43,-46,-47,-39
512934342,-44,-47,-47,-39
512954334,-42,-48,-48,-41
512975204,-44,-49,-48,-39
512998342,-43,-48,-47,-41
513014329,-43,-48,-47,-41
513034336,-42,-48,-47,-41
513054778,-43,-48,-47,-41
513074336,-43,-48,-47,-39
513094386,-43,-48,-49,-39
513114366,-44,-49,-48,-41
513136889,-43,-48,-47,-40
513154357,-43,-48,-48,-41
513174388,-43,-47,-48,-41
513194359,-42,-47,-47,-40
513214321,-43,-48,-47,-41
513234324,-43,-48,-47,-40
513254787,-42,-47,-47,-41
513274326,-42,-47,-47,-40
513294351,-42,-47,-47,-41
513315696,-43,-47,-47,-40
513334332,-42,-47,-48,-40
513355107,-43,-48,-47,-40
513374337,-42,-48,-48,-39
513396536,-42,-48,-48,-40
513414340,-43,-48,-47,-40
513434336,-42,-48,-48,-41
513454533,-41,-48,-48,-39
513475073,-43,-48,-48,-41
513498806,-42,-48,-47,-39
513514350,-40,-47,-46,-41
513534331,-42,-48,-47,-40
513555921,-42,-48,-47,-39
513574319,-41,-48,-48,-40
513594317,-42,-46,-47,-39
513614385,-42,-47,-47,-40
513636964,-42,-46,-46,-40
513654358,-41,-48,-47,-41
513674361,-42,-47,-47,-38
513694316,-43,-47,-48,-41
513714323,-43,-47,-48,-41
513734342,-42,-47,-48,-39
513754258,-43,-48,-47,-41
513774478,-42,-48,-48,-41
513794414,-43,-47,-48,-40
513816517,-43,-49,-48,-40
513834342,-42,-48,-48,-41
513855986,-42,-48,-47,-41
513876764,-41,-47,-47,-40
513897616,-41,-48,-47,-41
513914339,-42,-48,-47,-40
513937010,-41,-47,-48,-39
513956937,-43,-48,-48,-40
513975088,-42,-48,-48,-40
513994354,-42,-48,-48,-41
514014254,-42,-47,-47,-40
514034331,-44,-47,-48,-40
514054317,-43,-48,-47,-41
514074498,-42,-48,-48,-40
514094309,-40,-49,-47,-40
514114249,-43,-47,-47,-40
514136350,-42,-48,-49,-41
514154317,-43,-48,-48,-40
514176832,-44,-49,-48,-39
514194324,-43,-49,-48,-39
514214310,-43,-48,-49,-41
514234318,-43,-48,-48,-41
514254322,-43,-49,-48,-40
514274336,-45,-49,-48,-41
514298415,-43,-49,-48,-39
514316037,-43,-49,-48,-41
514334308,-43,-49,-48,-41
514354335,-42,-48,-47,-39
514374363,-43,-49,-47,-40
514395624,-43,-48,-47,-40
514414333,-44,-49,-47,-40
514434333,-44,-48,-48,-40
514454365,-43,-48,-47,-41
514474482,-44,-48,-48,-40
514494325,-42,-49,-48,-41
514514316,-44,-49,-47,-40
514534328,-44,-49,-48,-40
514554341,-42,-49,-49,-39
514574317,-45,-49,-49,-39
514594399,-45,-50,-47,-40
514614324,-43,-48,-49,-40
514635020,-44,-49,-48,-39
514656122,-44,-49,-48,-41
514674312,-45,-50,-49,-39
514694310,-45,-49,-49,-39
514716105,-45,-50,-48,-39
514734298,-45,-49,-49,-40
514754315,-45,-49,-49,-40
514778714,-46,-50,-49,-40
514794305,-46,-50,-49,-39
514814308,-46,-50,-49,-40
514834312,-46,-51,-50,-41
514856582,-46,-51,-49,-39
514874331,-46,-50,-50,-40
514894365,-47,-51,-50,-40
514914350,-45,-50,-51,-39
514936245,-47,-51,-51,-40
514954325,-47,-52,-51,-40
514976888,-47,-52,-50,-40
514996352,-47,-52,-50,-41
515014310,-47,-52,-50,-40
515034310,-47,-52,-51,-40
515054299,-46,-52,-51,-39
515074333,-47,-52,-51,-39
515095913,-47,-53,-50,-40
515114311,-47,-52,-51,-40
515135213,-48,-51,-51,-39
515155446,-47,-51,-52,-41
515174319,-48,-53,-51,-41
515194341,-48,-51,-52,-41
515214313,-48,-53,-52,-40
515234330,-48,-53,-51,-40
515254352,-48,-53,-50,-41
515274321,-48,-52,-51,-40
515295083,-48,-52,-51,-40
515314980,-49,-53,-52,-39
515334612,-49,-53,-51,-40
515356109,-49,-53,-53,-40
515374292,-49,-53,-52,-39
515394314,-49,-54,-52,-39
515414893,-49,-53,-53,-41
515434348,-49,-53,-52,-40
515454361,-49,-54,-53,-40
515484256,-49,-54,-53,-38
515495477,-49,-53,-53,-40
515514310,-49,-54,-54,-39
515536179,-49,-53,-53,-40
515556640,-49,-53,-53,-40
515574305,-50,-53,-53,-40
515594298,-50,-55,-54,-40
515614293,-50,-54,-54,-39
515634306,-50,-54,-53,-40
515654346,-50,-55,-53,-39
515674319,-50,-54,-53,-39
515694311,-50,-54,-54,-40
515715113,-50,-54,-53,-40
515740535,-50,-54,-53,-41
515754299,-50,-55,-54,-39
515775423,-50,-54,-53,-39
515794298,-50,-54,-53,-39
515815217,-50,-55,-54,-38
515834348,-50,-54,-53,-39
515854706,-50,-54,-52,-39
515876945,-50,-54,-54,-38
515895032,-50,-55,-53,-41
515915138,-50,-54,-54,-39
515937745,-50,-55,-54,-40
515954418,-50,-55,-54,-41
515975258,-50,-54,-54,-40
515994389,-50,-54,-55,-39
516014245,-50,-54,-55,-40
516035654,-50,-55,-54,-38
516054296,-50,-54,-55,-39
516074311,-51,-54,-55,-40
516094209,-50,-55,-55,-39
516115514,-50,-54,-55,-40
516134453,-50,-55,-55,-40
516154343,-51,-54,-54,-40
516174269,-49,-55,-55,-40
516198843,-50,-54,-54,-40
516215069,-50,-55,-54,-40
516235567,-50,-54,-55,-40
516254271,-51,-54,-54,-40
516274283,-50,-54,-54,-40
516294247,-50,-55,-54,-40
516315378,-50,-55,-54,-40
516334664,-50,-55,-54,-40
516354486,-50,-54,-53,-40
516375802,-50,-54,-53,-39
516394322,-50,-53,-53,-40
516414298,-49,-54,-53,-40
516434274,-50,-54,-53,-40
516457125,-49,-54,-54,-40
516474423,-49,-54,-54,-40
516494578,-49,-53,-54,-38
516514218,-49,-54,-53,-39
516534267,-49,-54,-54,-41
516554223,-49,-53,-53,-40
516574297,-49,-54,-54,-39
516595490,-49,-53,-54,-40
516614222,-50,-54,-55,-40
516634451,-50,-54,-55,-38
516654213,-49,-54,-55,-41
516674220,-50,-54,-55,-39
516694757,-50,-54,-56,-41
516714251,-50,-54,-56,-40
516734325,-50,-54,-57,-40
516754337,-50,-55,-58,-40
516774314,-50,-55,-58,-40
516794339,-52,-56,-59,-39
516814231,-51,-55,-58,-40
516834801,-52,-57,-59,-41
516854303,-52,-57,-59,-41
516875854,-52,-57,-59,-40
516894277,-53,-57,-60,-41
516914327,-53,-57,-61,-40
516934511,-53,-57,-61,-41
516954811,-53,-58,-61,-40
516974630,-54,-58,-61,-40
516994334,-54,-57,-61,-40
517014825,-54,-58,-61,-41
517034296,-54,-58,-61,-41
517054366,-53,-58,-61,-40
517074293,-54,-58,-61,-41
517094343,-53,-58,-60,-39
517119534,-54,-59,-59,-40
517137749,-55,-60,-59,-40
517155819,-55,-60,-58,-40
517174696,-56,-60,-58,-41
517196874,-57,-61,-56,-41
517217091,-57,-61,-55,-41
517239137,-58,-61,-53,-40
517256371,-57,-59,-54,-40
517275973,-56,-60,-52,-40
517294195,-54,-59,-51,-41
517314628,-54,-58,-51,-40
517335350,-53,-58,-50,-41
517356099,-52,-59,-50,-40
517374544,-52,-56,-50,-41
517394579,-54,-56,-49,-42
517414595,-53,-55,-49,-42
517434389,-51,-56,-49,-40
517455084,-50,-54,-50,-40
517474877,-51,-55,-50,-41
517497048,-49,-54,-49,-42
517515906,-48,-53,-49,-41
517535029,-48,-52,-51,-41
517554758,-47,-51,-51,-41
517575728,-46,-50,-51,-41
517594299,-46,-50,-51,-41
517614360,-45,-49,-51,-41
517635830,-44,-48,-49,-40
517654316,-43,-49,-52,-41
517676056,-43,-49,-51,-41
517695210,-43,-48,-50,-41
517718573,-42,-48,-51,-40
517734696,-43,-48,-50,-41
517756252,-44,-48,-50,-41
517777750,-44,-47,-49,-41
517794233,-44,-47,-49,-40
517814257,-43,-47,-50,-41
517834279,-44,-46,-49,-41
517854230,-44,-47,-49,-40
517874461,-43,-46,-49,-41
517896668,-44,-47,-48,-41
517914266,-43,-48,-49,-41
517934247,-44,-49,-49,-40
517956273,-45,-49,-49,-40
517974699,-46,-49,-49,-41
517994439,-47,-51,-50,-40
518014918,-48,-51,-50,-40
518034216,-49,-52,-51,-41
518054205,-51,-53,-51,-41
518074265,-52,-54,-52,-40
518095195,-51,-54,-52,-40
518116644,-50,-53,-52,-41
518134403,-49,-51,-52,-41
518155358,-47,-50,-53,-39
518174259,-45,-50,-54,-40
518194284,-45,-50,-53,-41
518219356,-44,-47,-51,-40
518234348,-44,-48,-52,-40
518254200,-44,-49,-51,-41
518274271,-43,-48,-52,-40
518294345,-43,-47,-52,-41
518314316,-43,-49,-52,-40
518334186,-44,-50,-52,-40
518354242,-46,-50,-50,-41
518376155,-46,-50,-49,-40
518394232,-46,-50,-50,-41
518414325,-46,-50,-48,-39
518434898,-46,-50,-49,-41
518454189,-47,-52,-50,-40
518475108,-48,-53,-50,-42
518494783,-50,-54,-51,-41
518514412,-50,-54,-52,-41
518537080,-49,-54,-52,-40
518554209,-49,-53,-52,-39
518574487,-50,-55,-54,-40
518594479,-52,-57,-54,-40
518614283,-56,-60,-56,-40
518636841,-54,-57,-60,-40
518654256,-50,-54,-63,-40
518674762,-47,-52,-59,-39
518695636,-48,-50,-56,-40
518715106,-45,-49,-54,-41
518736681,-46,-50,-52,-40
518755638,-48,-52,-52,-42
518774192,-49,-53,-52,-40
518794193,-50,-55,-52,-39
518817381,-50,-54,-53,-39
518834273,-50,-55,-54,-41
518856722,-48,-51,-53,-39
518874216,-45,-50,-52,-40
518894362,-42,-46,-51,-39
518914386,-41,-46,-51,-40
518935748,-39,-44,-52,-40
518954761,-39,-43,-53,-40
518975082,-38,-44,-52,-40
518994295,-36,-43,-53,-39
519016800,-39,-44,-56,-40
519038594,-40,-45,-55,-39
519054827,-40,-47,-55,-40
519075840,-41,-45,-58,-41
519094452,-41,-48,-57,-40
519114254,-42,-49,-55,-40
519134867,-48,-51,-55,-41
519154704,-47,-52,-56,-41
519174329,-49,-53,-53,-40
524524943,-47,-51,-53,-40
524546357,-47,-51,-54,-40
524563836,-47,-52,-54,-41
524591132,-46,-51,-56,-40
524607160,-48,-51,-59,-41
524623757,-47,-52,-59,-39
524644442,-46,-50,-57,-41
524668395,-46,-51,-58,-40
524689336,-48,-51,-57,-40
524712682,-47,-52,-60,-40
524727012,-48,-51,-62,-40
524744894,-48,-52,-63,-39
524764990,-48,-51,-63,-40
524784176,-48,-52,-62,-40
524803786,-47,-51,-61,-41
524826188,-47,-52,-59,-41
524844320,-48,-50,-58,-40
524865825,-47,-51,-55,-38
524883795,-46,-50,-54,-40
524904583,-46,-51,-52,-40
524925175,-45,-50,-51,-40
524944278,-46,-48,-51,-39
524966838,-47,-49,-50,-41
524983770,-46,-50,-51,-40
525005299,-47,-51,-50,-40
525023788,-48,-53,-50,-38
525043811,-50,-55,-52,-39
525063784,-51,-57,-52,-39
525083906,-54,-58,-52,-40
525104195,-56,-61,-53,-40
525124299,-54,-59,-53,-40
525145271,-53,-57,-53,-40
525164177,-52,-57,-52,-39
525184449,-51,-56,-52,-40
525203894,-51,-55,-53,-40
525225085,-51,-55,-54,-41
525250402,-50,-55,-54,-39
525302959,-49,-53,-54,-40
525324706,-50,-52,-53,-40
525347123,-49,-54,-54,-40
525387826,-50,-56,-57,-40
525404332,-51,-56,-57,-39
525425532,-51,-56,-56,-39
525443837,-51,-55,-54,-41
525463782,-50,-54,-55,-38
525483852,-49,-53,-53,-40
525504171,-49,-53,-52,-41
525524210,-48,-52,-52,-39
525543927,-48,-51,-54,-40
525564555,-48,-52,-54,-39
525584394,-49,-54,-56,-39
525604705,-51,-54,-54,-40
533593275,-48,-52,-60,-40
533620713,-48,-52,-60,-40
533663620,-47,-52,-59,-40
533675942,-49,-54,-59,-39
533689006,-50,-53,-58,-38
533719858,-48,-53,-59,-40
533758967,-47,-52,-59,-38
533772767,-47,-52,-60,-40
533791191,-47,-50,-61,-39
533808645,-47,-51,-63,-39
533831100,-47,-51,-62,-40
533854389,-46,-51,-60,-39
533869565,-46,-52,-61,-39
533890539,-46,-51,-61,-40
533915016,-44,-50,-60,-40
533952771,-45,-50,-59,-40
533996343,-44,-51,-57,-40
534013605,-46,-50,-57,-39
534048801,-47,-50,-57,-40
534071206,-47,-52,-57,-39
534100497,-48,-52,-58,-40
534112691,-48,-52,-58,-41
534134266,-48,-51,-58,-39
534172790,-48,-53,-58,-38
534195931,-48,-52,-57,-40
534215754,-49,-52,-57,-39
534232448,-49,-52,-57,-40
534253320,-49,-51,-56,-39
534274393,-48,-52,-58,-39
534299854,-47,-53,-59,-40
534320718,-48,-51,-59,-39
534350767,-48,-51,-60,-39
534381690,-48,-52,-60,-39
534412468,-48,-50,-61,-40
534434488,-47,-52,-60,-40
534457628,-46,-53,-58,-40
534474444,-47,-51,-58,-40
534502909,-46,-52,-58,-40
534512490,-47,-50,-57,-40
534533811,-48,-50,-57,-40
534570886,-47,-51,-58,-39
534588638,-46,-51,-56,-39
534609645,-48,-51,-56,-39
534632397,-47,-52,-55,-40
534655254,-49,-53,-55,-40
534672226,-49,-55,-54,-40
534693666,-51,-56,-56,-40
534718021,-54,-59,-56,-39
534732524,-54,-59,-56,-40
534754579,-54,-59,-56,-40
534769662,-55,-59,-56,-40
534793331,-54,-59,-59,-39
534830984,-53,-58,-58,-39
534853057,-51,-57,-59,-40
534869278,-49,-55,-58,-38
534890992,-48,-52,-58,-39
534917703,-48,-51,-58,-39
534928589,-47,-52,-56,-39
534948618,-47,-52,-57,-40
534968623,-48,-51,-55,-41
534988990,-46,-51,-56,-39
535008589,-46,-52,-56,-41
535031115,-46,-51,-56,-39
535073509,-46,-52,-55,-41
535109734,-47,-51,-56,-40
535139154,-46,-52,-56,-40
535155638,-47,-52,-57,-40
535204418,-48,-52,-58,-41
535234183,-48,-53,-56,-40
535257361,-47,-52,-56,-40
535273255,-48,-53,-56,-40
535295381,-47,-51,-56,-39
535316424,-47,-53,-55,-40
535334935,-47,-52,-56,-40
535377051,-47,-54,-56,-41
535400502,-49,-54,-55,-40
535439909,-48,-54,-56,-41
535474585,-47,-52,-55,-39
535497857,-48,-54,-56,-41
535519624,-49,-55,-55,-40
535550700,-47,-54,-55,-40
535568631,-46,-53,-56,-40
535588641,-48,-52,-57,-39
535608666,-48,-53,-56,-40
535628672,-48,-53,-54,-40
535648674,-48,-53,-54,-40
535669448,-49,-56,-54,-40
535692216,-49,-55,-53,-39
535708638,-52,-55,-53,-39
535729377,-50,-56,-54,-40
535749145,-51,-55,-54,-39
535768645,-50,-55,-53,-39
535792336,-49,-53,-51,-40
535808626,-48,-53,-52,-39
535828657,-48,-53,-53,-40
535850690,-46,-54,-54,-39
535870516,-47,-51,-55,-39
535888620,-45,-52,-54,-41
535913714,-47,-52,-53,-40
535938869,-44,-51,-53,-40
535973269,-45,-50,-53,-39
535994491,-45,-50,-54,-40
536038704,-44,-51,-56,-40
536052501,-44,-50,-54,-40
536069226,-46,-51,-54,-40
536089045,-46,-52,-54,-39
536110947,-46,-52,-54,-40
536132364,-47,-53,-52,-40
536149855,-46,-52,-54,-39
536171751,-48,-53,-54,-40
536193716,-48,-52,-55,-39
536213509,-48,-53,-55,-38
536251405,-49,-53,-56,-39
536274746,-49,-52,-55,-40
536316238,-47,-53,-57,-39
536370595,-49,-55,-58,-39
536390196,-49,-55,-59,-39
536413546,-50,-56,-59,-39
536439848,-51,-56,-60,-40
536471533,-50,-56,-58,-39
536492553,-50,-55,-58,-39
536521587,-51,-58,-58,-40
536552223,-52,-58,-60,-39
536575018,-53,-58,-61,-40
536611036,-51,-55,-58,-38
536629585,-52,-56,-57,-39
536656215,-51,-54,-61,-39
536673173,-49,-55,-59,-40
536688699,-50,-55,-60,-41
536718396,-51,-56,-61,-39
536733058,-51,-57,-59,-39
536753878,-51,-57,-58,-41
536770701,-51,-56,-58,-41
536805216,-51,-55,-58,-39
536828631,-50,-56,-56,-40
536859729,-50,-60,-54,-40
536888832,-50,-53,-56,-40
536943367,-47,-53,-53,-40
536973787,-47,-52,-56,-39
536993610,-47,-52,-55,-40
537015842,-48,-54,-55,-40
537049749,-48,-52,-54,-40
537075183,-48,-53,-53,-39
537097376,-48,-54,-55,-40
537119246,-48,-54,-54,-39
537134029,-49,-55,-55,-40
537172574,-49,-54,-55,-38
537193818,-49,-55,-53,-40
537237736,-50,-56,-53,-39
537274180,-49,-54,-52,-40
537295973,-49,-52,-52,-39
537334848,-48,-52,-53,-39
537356718,-47,-51,-53,-40
537413397,-47,-52,-51,-40
537435733,-48,-54,-52,-40
537476592,-49,-52,-52,-41
537512275,-45,-51,-53,-40
537535216,-45,-52,-55,-39
537553197,-45,-51,-55,-39
537569185,-45,-50,-54,-40
537592080,-44,-50,-55,-40
537614167,-45,-52,-54,-38
537634011,-47,-53,-54,-40
537649629,-47,-53,-54,-39
537670529,-50,-52,-54,-40
537691666,-48,-54,-53,-40
537714238,-48,-52,-52,-39
537729046,-48,-55,-54,-40
537750938,-48,-55,-52,-39
537814211,-50,-51,-52,-40
537874426,-44,-51,-51,-39
537897498,-43,-50,-52,-40
537939284,-45,-51,-51,-40
537974462,-46,-51,-53,-41
537992781,-45,-50,-54,-39
538014512,-48,-51,-54,-40
538029312,-46,-52,-54,-39
538058883,-46,-52,-52,-40
538074261,-47,-50,-51,-39
538118017,-45,-52,-52,-40
538138638,-47,-52,-53,-40
538180498,-47,-53,-54,-40
538211055,-48,-54,-55,-39
538232491,-47,-55,-54,-40
538262033,-49,-53,-52,-39
538289353,-49,-54,-52,-40
538308609,-49,-53,-52,-40
538328601,-50,-55,-51,-40
538350517,-50,-53,-51,-39
538370394,-48,-55,-53,-40
538388622,-49,-54,-52,-39
538408863,-48,-52,-53,-40
538428672,-48,-53,-54,-39
538448589,-47,-53,-52,-40
538468603,-49,-55,-54,-39
538489215,-49,-54,-54,-41
538509757,-49,-54,-53,-39
